Text,User,Location,Country,Subjectivity,Polarity,Analysis
4010, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,mayy_dayy1,"Denver, CO",United States of America,0.5222222222222223,-0.16666666666666666,Negative
4011, Keeping the party safe with anti-bac 😂 coronavirus philadephiariot ,LordDickAdler,,Italy,0.5,0.5,Positive
4012,The fi… ,jeremy_hume,Oxford,United Kingdom,0.0,0.0,Neutral
4013, Coronavirus but in green. ,NoirLayl,,Italy,0.3,-0.2,Negative
4014, Second wave of Covid19 in Europe is at a different level altogether. France had 87k cases/day (equivalent of India havin…,muralipiyer,Somewhere between dreams,,0.3,0.0,Neutral
4015," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",pawanhonest,हिन्दुस्तान ,India,0.17373737373737375,0.04545454545454545,Positive
4016,"“We are facing a serious threat of coronavirus disease, and we in the JTF COVID Shield believe that it is in the he… ",pnagovph,Quezon City,Philippines,0.6666666666666666,-0.3333333333333333,Negative
4017,BREAKING  Biden supporters who backed mail-in voting due to coronavirus concerns celebrates in large crowds as med… ,onian7,,Italy,0.4017857142857143,0.04464285714285714,Positive
4018,"Fear not, Biden said hes gonna beat coronavirus. ",I_Am_Num_,California,United States of America,0.0,0.0,Neutral
4019," It just keeps getting worse — at a horrifying trajectory. The daily average of new U.S. coronavirus cases has reached 106,…",SpencerMills020,,Italy,0.4909090909090909,-0.2627272727272727,Negative
4020, Cannabis may block the coronavirus | The River Reporter ⁦⁩ ⁦⁩  ,candtalan,Bracknell UK,United Kingdom,0.0,0.0,Neutral
4021, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,NaKoleWatson,North Carolina ,United States of America,0.5222222222222223,-0.16666666666666666,Negative
4022," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",RosieM1919,"California, USA",United States of America,0.0,0.0,Neutral
4023, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,seeCFC,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4024,Our team wishes you all the best in this unpredictably weird times. Stay safe and we will see you soon for sure!… ,TimelessYacht,Biograd na moru,Croatia,0.6,0.3333333333333333,Positive
4025,"It’s finally a wrap on the production of “Jurassic World Dominion”, one of the Hollywood films whose shooting sche… ",news18dotcom,India,,1.0,0.0,Neutral
4026," It’s fascinating how Coronavirus only tends to be a dangerous threat at Trump rallies, lockdown protests and polling statio…",CeannaU,,Italy,0.9166666666666666,0.033333333333333326,Positive
4027," Joe Biden defeating Donald Trump shows decency, generosity and hope beat hate.

This isn’t just a win for the USA, it’s a v…",LauraAnthonyMH,"Bishop's Stortford, East",United Kingdom,0.65,0.0,Neutral
4028,"Not sure how you're getting that
Is it that there was no evidence for lack of effe… ",gzuckier,"Connecticut, USA",United States of America,0.8888888888888888,-0.25,Negative
4029,"Democrat party is a SCAM

➡️ Scam Russia collusion

➡️ Scam Mueller investigation

➡️ Sca… ",MckenKela,,Italy,0.0,0.0,Neutral
4030,"Coronavirus and the decisive explanatory-statement, and it is not a joke..

19 - 05 - 2020 AD 0637… ",great_news12,,Italy,0.0,0.0,Neutral
4031," Joe Biden will announce a Coronavirus Task Force on Monday.

It will be seeking to go much further on
❌Coronavirus Lockd…",DittoPost,NYC,United States of America,0.5,0.0,Neutral
4032," BREAKING The United States has so far reported over 130,000 new coronavirus cases, the highest daily figure anywhere i…",Hnk_89,,Italy,0.48484848484848486,0.07878787878787878,Positive
4033," Among everything at the present, from pandemics to politics.  We just need to take a deep breath…JZ USElection coron…",WayToTransform,The universe,Denmark,0.2,0.0,Neutral
4034," L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",kbh4153,,Italy,0.3386363636363636,0.20909090909090908,Positive
4035,They literally voted for a man that died for coronavirus. It's natural selection. At least now Joe Biden will save them.,AMICRAZY2020,,Italy,0.4,-0.09999999999999999,Negative
4036, Media Lambasts Biden Administration For Failure To Solve Coronavirus  ,ParAndroidanoid,,Italy,0.3,-0.3166666666666667,Negative
4037, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,Cinianwidger1,Pacific Northwest ,United States of America,0.5222222222222223,-0.16666666666666666,Negative
4038, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,carpenterjulie6,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4039," The U.S. has broken its day-old record with more than 120,000 new coronavirus cases.",tashienga,Morningside Heights,United States of America,0.4515151515151515,0.07878787878787878,Positive
4040, U.S. reports record increase in COVID-19 cases for fourth straight day  ,antoniaaa43,,Italy,0.2,0.1,Positive
4041,SoDak Goobner Krispi Nobrains said y'all don't need no masks because coronavirus ain't a threat.  Ain't that right?,vito_andolini12,,Italy,0.5357142857142857,0.2857142857142857,Positive
4042, A Missouri elections supervisor who knew they tested positive for the coronavirus and still worked at a polling site on Electi…,mkinocenc,,Italy,0.5454545454545454,0.22727272727272727,Positive
4043," L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",moonbreeze2,,Italy,0.3386363636363636,0.20909090909090908,Positive
4044, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,OompaVB,Prioritizing something of no intrinsic worth ($) above all things which have real intrinsic worth is humanity's current and insidious mania.,,0.5222222222222223,-0.16666666666666666,Negative
4045, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,LeslieERANOW,"Northridge, Los Angeles",United States of America,0.5222222222222223,-0.16666666666666666,Negative
4046, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,atme77,"Arlington, VA",United States of America,0.5222222222222223,-0.16666666666666666,Negative
4047,"My quarantine story2 

“Coronavirus testing facility for departing passengers commences “
Covid19… ",Ashoke_Raj,India (Leh) ,India,0.0,0.0,Neutral
4048, “I think Joe Biden and Kamala Harris have just been handed something from this … not even yet outgoing administration that is sc…,takewingca,"California, USA",United States of America,0.0,0.0,Neutral
4049, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,PottstownNews,"Pottstown, PA",United States of America,0.5222222222222223,-0.16666666666666666,Negative
4050,"Coronavirus in Pune PMC's COVID-19 tally rises by 169, PCMC records 97 cases ",punefast,,Italy,0.0,0.0,Neutral
4051,Liberal democracies’ failure to cope with the impact of coronavirus has been a gift to the despotic regime… ,CSUK_News,London,United Kingdom,0.3,-0.3166666666666667,Negative
4052,"Hoar WHO, world governments, unquestioning media, cheer leaders for lockdown.

I hope you are all proud of yourselves.
 https…",brendagotobed,,Italy,1.0,0.8,Positive
4053," At least five people in President Trump's orbit, including White House chief of staff Mark Meadows, have tested positive f…",OppmanTeresa,,Italy,0.3151515151515151,-0.024242424242424242,Negative
4054,Mark Meadows is sealed in American History by telling the Nation that Trump’s administration will do nothing to… ,HenryAl07332400,,Italy,0.0,0.0,Neutral
4055, Care home managers who refuse to allow relatives to visit loved ones for months on end -even though a window! - are mo…,Ionut42880914,,Italy,0.8,0.875,Positive
4056, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,Betterw05759703,"Missouri, USA",United States of America,0.0,0.0,Neutral
4057," It just keeps getting worse — at a horrifying trajectory. The daily average of new U.S. coronavirus cases has reached 106,…",TheGaryWarner,"Salem/Eugene, OR",,0.4909090909090909,-0.2627272727272727,Negative
4058," Update on the Judicial Review
The Coronavirus Act 2020 is Null and Void!

 ",wakeupUK2,"England, United Kingdom",United Kingdom,0.0,0.0,Neutral
4059,"Times Radio, Carter admitted to being uneasy about the prospect of the military being drafted in to police coronavi… ",PeterDain1,Vale of Clwyd,United Kingdom,0.1,-0.1,Negative
4060," At various points, six different people were in charge of Donald Trump's campaigns. Four of them ended up getting arreste…",Meemaw570,"Maryland, USA",United States of America,0.55,0.0,Neutral
4061," Hi everyone, my friend is currently jobless due to coronavirus and has recently been diagnosed with kidney issues including…",chuudotwav,,Italy,0.3416666666666666,-0.041666666666666664,Negative
4062,gh Vitamin D also aids to cure coronavirus but first put your MaskOn,lightningEWE,Nigeria,,0.3333333333333333,0.25,Positive
4063,"If you limit the hosts (number of infections) of SARS-COV-2, you limit the virus' ability to mutate. COVID19 Like… ",HelingCrew,"Divided, America",,0.0,0.0,Neutral
4064,Lol y’all bringing up coronavirus because people are rejoicing in the streets in celebration of Biden’s win. Y’all… ,YoshikoEnt,IG: @YoshikoEnt ,,0.55,0.8,Positive
4065,Pittsburgh Steelers Staff Member Tests Positive For Coronavirus – CBS Pittsburgh ,brooklinegirl,"Pittsburgh, PA",United States of America,0.5454545454545454,0.22727272727272727,Positive
4066," BREAKING The United States has so far reported over 130,000 new coronavirus cases, the highest daily figure anywhere i…",QuentinQ12,,Italy,0.48484848484848486,0.07878787878787878,Positive
4067," Married to a Tory MP ✅
Appointed by Johnson without competition ✅
Brazen conflict of interest ✅
Leaked confidential info…",dek68,Birmingham UK,United Kingdom,0.25,0.25,Positive
4068, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,MaeyCat, Rome- Italy,Italy,0.5222222222222223,-0.16666666666666666,Negative
4069," It just keeps getting worse — at a horrifying trajectory. The daily average of new U.S. coronavirus cases has reached 106,…",heathermacsmith,,Italy,0.4909090909090909,-0.2627272727272727,Negative
4070,"nah the respect for the US was damaged massively under Trump

",LoyaltyTai,,Italy,1.0,0.0,Neutral
4071," BREAKING The United States has so far reported over 130,000 new coronavirus cases, the highest daily figure anywhere i…",IlarioGra,San Pietro in Trento (RA),Italy,0.48484848484848486,0.07878787878787878,Positive
4072, We will never forget what you politely put up with just to be close to power. ,damascusblue,"Utah, USA",United States of America,0.0,0.0,Neutral
4073," Trump's exposure of media bias will stick permanently.

*If* Joe Biden becomes president, going by Corrupt Media logic, h…",Artemis44968979,,Italy,1.0,-0.5,Negative
4074," L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",dollymad1812,The Forest Cities,France,0.3386363636363636,0.20909090909090908,Positive
4075, Coronavirus treatment research is delayed by Trump’s ban on the use of fetal tissue - Vox  https/…,0mnist,,Italy,0.0,0.0,Neutral
4076, Texas becomes first U.S. state to exceed 1 million coronavirus cases  ,hrafnkat,"Pacific Northwest, US",United States of America,0.3333333333333333,0.25,Positive
4077,"Ok so let's ""support"" a scheme that only people on benefits and don't work are allowed to benefit from, le… ",ryan_garton,"Nottingham, England",United Kingdom,0.75,0.25,Positive
4078,"Trudeau military enforcement of covid, watch their numbers magically drop
Calling it now Biden = follow Canadas lea… ",cazbit138,,Italy,0.55,0.2,Positive
4079," Married to a Tory MP ✅
Appointed by Johnson without competition ✅
Brazen conflict of interest ✅
Leaked confidential info…",e_frederica,,Italy,0.25,0.25,Positive
4080,"Coronavirus is a geopolitical crisis. Excess deaths are due to leadership failure locally, nationally and globally",NorthEastGPrac,,Italy,0.16875,-0.11041666666666668,Negative
4081,"Sleigher Just received US passport, $101 &amp; coronavirus vaccine free trial in my personal email account. Thank you President Biden.…",untilthen,Pune/Ahmedabad....Jaipur,,0.55,0.2,Positive
4082,"Aspirin to be tested in UK as potential coronavirus treatment.
Aspirin will be used to help prevent blood clots.… ",pjmeade,UK,,1.0,0.0,Neutral
4083," Married to a Tory MP ✅
Appointed by Johnson without competition ✅
Brazen conflict of interest ✅
Leaked confidential info…",shortstumpylegs,"Bristol, United Kingdom",United Kingdom,0.25,0.25,Positive
4084,Vitamin D also aids to cure coronavirus but first put your MaskOn,elniel_gh,Global,Canada,0.3333333333333333,0.25,Positive
4085, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,llauralouisiana,"Texas, USA",United States of America,0.5222222222222223,-0.16666666666666666,Negative
4086, Congratulations for the journey of faith that has resulted in this victory for the 🇺🇸 and the world. We look for…,namanodw,"Mombasa, Kenya",Kenya,0.0,0.0,Neutral
4087," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",BrwnEyesGrl0319,AZ,,0.8,0.6,Positive
4088, ⭕️We will defeat Coronavirus like Lord Ram defeated Ravna British PM Boris Johnson. ,manakdhaliwal3,,Italy,0.0,0.0,Neutral
4089, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,jazz6stringfan,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4090," L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",GodessofChaos71,"Gilbert, AZ",United States of America,0.3386363636363636,0.20909090909090908,Positive
4091," Married to a Tory MP ✅
Appointed by Johnson without competition ✅
Brazen conflict of interest ✅
Leaked confidential info…",rogerkb2012,,Italy,0.25,0.25,Positive
4092," FUCK while everybody is celebrating, trump is crying, hiding &amp; we went over 127K cases of covid19 today &amp; again 1k plus de…",mommatkl,"Missouri, USA",United States of America,0.6,-0.30000000000000004,Negative
4093," ""Coronavirus infections More than just the common cold."" Cover of January 23, 2020 issue of JAMA article by Dr. Fauci. W…",LouisTharp,"Upper Nyack, NY",United States of America,0.6666666666666666,-0.13333333333333333,Negative
4094," 🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over 134,000…",kevkye,West Virginia,United States of America,0.0,0.0,Neutral
4095," L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",AhoOscar,,Italy,0.3386363636363636,0.20909090909090908,Positive
4096," After all of this, I never again want to hear anyone talking about coronavirus, masks or lockdowns.
…",EchoMohad,"Riyadh, Kingdom of Saudi Arabia",Saudi Arabia / Saudi Arabia,0.0,0.0,Neutral
4097, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,siobanvict,"Rome, Lazio",Italy,0.5222222222222223,-0.16666666666666666,Negative
4098,"It's my opinion; the 2020 election in TX, realized GOP interference. I recommend we thoroughly AuditTheVote  ",GuitarSunCat,"Milwaukee, Wi",United States of America,0.0,0.0,Neutral
4099, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,ParaUniTrump,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4100,"Means he HAD the virus.  Not only he was spreading stupidity, he was spreading coronavirus too.  MattGaetzIsATool ",LVaddict618,Floriduh,,1.0,-0.3,Negative
4101,ON AIR Bossa Nova U.S.A. by Quincy Jones / We Entertain. Empower. Educate . Talk to us on 0208 090 2121 HELLO… ,FANTASTICRADIOO,Harrow Wealdstone NW LONDON,United Kingdom,0.0,0.0,Neutral
4102, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,Visitkarte,Switzerland ,,0.5222222222222223,-0.16666666666666666,Negative
4103," Biden plans immediate flurry of executive orders to reverse Trump policies

- Rejoin Paris Climate Accords  
- Rejoin WHO 
- Re…",kobemiso,"Texas, USA",United States of America,0.0,0.0,Neutral
4104," Nine members of the Los Angeles Dodgers organization and one family member have tested positive for the coronavirus, county heal…",ThatGuy3002,New New York,United States of America,0.5454545454545454,0.22727272727272727,Positive
4105, We will never forget what you politely put up with just to be close to power. ,one_citizen,,Italy,0.0,0.0,Neutral
4106, ⭕️We will defeat Coronavirus like Lord Ram defeated Ravna British PM Boris Johnson. ,Gursimranbhull6,ਭੁੱਲਰੀਆ,,0.0,0.0,Neutral
4107," Please spare a for all the pathology staff who have been working incredibly hard throughout this pandemic

They play suc…",plums360,london,United Kingdom,0.5416666666666666,-0.2916666666666667,Negative
4108, ONE YEAR AGO TODAY 8 doctors in Wuhan were arrested for spreading rumors about a novel coronavirus outbreak 😳,ggomec,"İstanbul, Türkiye",Turkey,0.0,0.0,Neutral
4109," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",VoteBidenASAP,"Houston, TX",United States of America,0.7208333333333333,-0.5458333333333334,Negative
4110," Delhi records 6,953 new coronavirus cases, 79 deaths- Authorities.
",Ja74304844Rahul,"Burhanpur, India",India,0.45454545454545453,0.13636363636363635,Positive
4111," Coronavirus A further 378 deaths have been reported in the UK in the past 24 hours, along with another 24,141 cases https//…",LeadYouBackHome,,Italy,0.375,-0.125,Negative
4112, Coronavirus Queen wears face mask in public for the first time as she visits grave of Unknown Warrior ,globalenglishaa,London,United Kingdom,0.3333333333333333,0.049999999999999996,Positive
4113," It just keeps getting worse — at a horrifying trajectory. The daily average of new U.S. coronavirus cases has reached 106,…",yunjid,"Honolulu, HI",United States of America,0.4909090909090909,-0.2627272727272727,Negative
4114,Indian Army sponsors coaching classes for students in Arunachal Pradesh | Indiablooms - First Portal on Digital New… ,indiablooms,India,,0.16666666666666666,0.125,Positive
4115, I walked around a Biden rally without a mask on today and no one said anything. It's only once you put on a MAGA hat th…,alexcomer_,"Charlton Heights, WV",United States of America,1.0,0.0,Neutral
4116," yes, thank you , we need defunding of education to stop, protections in all school against coronavirus ,we aren…",education_24x7,,Italy,0.0,0.0,Neutral
4117," Over 146,500 people have died of the novel coronavirus in 462 cities checkered across all of Iran’s 31 provinces, accor…",Roshanahmadi4,,Italy,0.0,0.0,Neutral
4118, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,IT_BZH,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4119," Please spare a for all the pathology staff who have been working incredibly hard throughout this pandemic

They play suc…",LWreathall,,Italy,0.5416666666666666,-0.2916666666666667,Negative
4120," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",gladys_cravitz,"California, USA",United States of America,0.7208333333333333,-0.5458333333333334,Negative
4121,"Covid is litteraly on CNN' website's frontpage.
",AlbertRaccoon,Switzerland,,0.0,0.0,Neutral
4122, Coronavirus right now in south bend ,SHAYcheese_,"
",,0.5357142857142857,0.2857142857142857,Positive
4123," Sen. Kelly Loeffler Dumped Millions in Stock After Coronavirus Briefing. 

Now it is being reported that she is bankrollin…",BerthStephanie,"Altamonte Springs, FL",United States of America,0.0,0.0,Neutral
4124,"All of a sudden the left no longer care about the danger of coronavirus 🤔
Coronavirus will only spread during Trump… ",chukwudi_agbom,Uyo Akwaibom State,,0.5,0.0,Neutral
4125," After all of this, I never again want to hear anyone talking about coronavirus, masks or lockdowns.
…",fionapanc,United Kingdom,,0.0,0.0,Neutral
4126," 'It's a slaughter,' doctors say of new coronavirus wave ",arnoldshir,Milpitas,United States of America,0.45454545454545453,0.13636363636363635,Positive
4127," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",AEARepChrista,"Los Angeles, CA",United States of America,0.7208333333333333,-0.5458333333333334,Negative
4128," 📣 NEW BLOG ✍️

Can fight against climatechange and poverty reduction go hand-in-hand? Can do both when building back…",ATD_Europe,,Italy,0.45454545454545453,0.13636363636363635,Positive
4129," L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",kyokahuasheng,"Los Angeles, CA",United States of America,0.3386363636363636,0.20909090909090908,Positive
4130," New 📹📹📹 PresidentElectJoe 

Joe Biden is going to lead this nation as an AMERICAN PRESIDENT because there are no red…",LReedMahalo11,"Honolulu, HI",United States of America,0.22727272727272727,0.06818181818181818,Positive
4131, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,magpie839,"Cork, Ireland",Ireland,0.5222222222222223,-0.16666666666666666,Negative
4132,Your correct . Dam I was hopeful  ,4U2CY,,Italy,0.0,0.0,Neutral
4133," Joe Biden plans to name a 12-member task force to combat and contain the spread of the coronavirus on Monday, sources tell Axios…",luckylindy31,TX,United States of America,0.0,0.0,Neutral
4134," At least five people in President Trump's orbit, including White House chief of staff Mark Meadows, have tested positive f…",fausto412,"Carrollton, TX",United States of America,0.3151515151515151,-0.024242424242424242,Negative
4135, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,sanity_escape,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4136, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,CoinCarol,,Italy,0.0,0.0,Neutral
4137, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,ABswl16,"Los Angeles, CA",United States of America,0.5222222222222223,-0.16666666666666666,Negative
4138," At least five people in President Trump's orbit, including White House chief of staff Mark Meadows, have tested positive f…",DarrahHarold,beavercreek ohio 45432,United States of America,0.3151515151515151,-0.024242424242424242,Negative
4139,Analytical assessment of Beckman Coulter Access anti-SARS-CoV-2 IgG immunoassay Background. The approach to diagno… ,michaelhoney_,N Wales / London ,Australia,0.0,0.0,Neutral
4140, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,maryogrune,"Houston, TX",United States of America,0.0,0.0,Neutral
4141,"New artwork for sale! - ""Mourning In America Coronavirus Covid-19 Amethyst Black And White Face Mask "" -… ",LonePalmStudios,PROFESSIONAL,United Kingdom,0.295959595959596,0.0012626262626262614,Positive
4142,"India on Sunday recorded 45,684 fresh coronavirus cases, pushing the tally in the country to 8.5 million according… ",MaktoobMedia,"New Delhi, India",India,0.5,0.3,Positive
4143, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,LeveilleJosee,,Italy,0.0,0.0,Neutral
4144, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,lbvega,United States,,0.5222222222222223,-0.16666666666666666,Negative
4145,Coronavirus will still be around so your poll is redundant,RealBristolNews,"Bristol, England",United Kingdom,0.2,-0.2,Negative
4146, Studies signal that damage to the endothelium—cells that cover blood vessels like wallpaper—could underpin the thrombo…,1Blue_Green,GMT +8 ,Chile,0.0,0.0,Neutral
4147,Most of the resistance to Trump and the people celebrating on the streets are not even American they are f… ,troymoon15,,Italy,0.25,0.25,Positive
4148," L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",16PawsWY,"BigYard, Swimming Hole",,0.3386363636363636,0.20909090909090908,Positive
4149,Quit buying mink coats!!! Takes 80 minks to make a coat. They suffer horrendously in wire cages never let out. Stop… ,kattoms1,Edmonton AB,Canada,0.0,0.0,Neutral
4150, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,plantingtheoar,Dublin Ireland,Ireland,0.5222222222222223,-0.16666666666666666,Negative
4151, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,mitchfargen,The Bay Area,United States of America,0.5222222222222223,-0.16666666666666666,Negative
4152, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,lmnysf,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4153, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,Dank_Democracy,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4154," L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",seeCFC,,Italy,0.3386363636363636,0.20909090909090908,Positive
4155,Texas records over one million coronavirus cases  ,hypervocal,,Italy,0.0,0.0,Neutral
4156, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,SamPalm47610884,"Austin, Tx.",United States of America,0.5222222222222223,-0.16666666666666666,Negative
4157," At various points, six different people were in charge of Donald Trump's campaigns. Four of them ended up getting arreste…",missviolet95,"New Carlisle, Ohio USA",United States of America,0.55,0.0,Neutral
4158," Married to a Tory MP ✅
Appointed by Johnson without competition ✅
Brazen conflict of interest ✅
Leaked confidential info…",lennythepen,London,United Kingdom,0.25,0.25,Positive
4159," Joe Biden defeating Donald Trump shows decency, generosity and hope beat hate.

This isn’t just a win for the USA, it’s a v…",Richard88667722,,Italy,0.65,0.0,Neutral
4160,"And maybe Trump would have won if Herman Cain and 237,000 other Americans hadn’t died of coronavirus. 🤷🏻‍♀️😢🤷🏻‍♀️ ",thekatehannon,"Coastal Massachusetts, USA",United States of America,0.375,-0.125,Negative
4161,Covid-19 case flew Auckland to Wellington on Thursday; 1300 Defence staff to work from home ,EINPresswireHI,"Washington, D.C.",United States of America,0.0,0.0,Neutral
4162," Trump would have easily won again had coronavirus not happened.

I hate to say it, but it’s true.",unnecessaryEv1l,interwebs,United States of America,0.7944444444444444,-0.005555555555555573,Negative
4163," It just keeps getting worse — at a horrifying trajectory. The daily average of new U.S. coronavirus cases has reached 106,…",quinnthereaux,"Portland, Oregon",United States of America,0.4909090909090909,-0.2627272727272727,Negative
4164," Why are people are still reporting nearly meaningless “cases” 🤨

”W.H.O.'s reported probes for novel coronavirus could d…",news24x75,,Italy,1.0,-0.5,Negative
4165, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,vmrwanda,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4166," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",4sutq8,,Italy,0.7208333333333333,-0.5458333333333334,Negative
4167, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,4BalancedGovt,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4168, Congratulations for the journey of faith that has resulted in this victory for the 🇺🇸 and the world. We look for…,Johnknow86,Kenya,,0.0,0.0,Neutral
4169, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,GSchroedie,"Paris, FR and Attica, MI",,0.5222222222222223,-0.16666666666666666,Negative
4170, North Dakota and South Dakota have the nation’s worst rate of coronavirus deaths per capita in the last 30 days. Hundreds more peop…,flsnupe,,Italy,0.5222222222222223,-0.16666666666666666,Negative
4171,"""...after a surge in the number of coronavirus patients being treated."" ",GrahamWatsonUK,"Leeds, UK",United Kingdom,0.0,0.0,Neutral
4172," After all of this, I never again want to hear anyone talking about coronavirus, masks or lockdowns.
…",__Nmh2030,,Italy,0.0,0.0,Neutral
4173," It just keeps getting worse — at a horrifying trajectory. The daily average of new U.S. coronavirus cases has reached 106,…",transitionswpz,"Houston, TX",United States of America,0.4909090909090909,-0.2627272727272727,Negative
4174,"com 519 more people recover from coronavirus in Pakistan 

Follow our updates on coronavirus here ",CoronaUpdateBot,,Italy,0.5,0.5,Positive
4175, He tried to keep the news quiet. ,KarenBRubin,New York,United States of America,0.3333333333333333,0.0,Neutral
4176," A father and daughter, both dying from the coronavirus, talked one last time on the phone. “I’ll look for you in heaven,…",HelloooBetty,🌊THE BLUE OC🐬,Timor-Leste; Timor Lorosa'e,0.06666666666666667,0.0,Neutral
4177," I’m so glad that Trump recovered from coronavirus and was able to experience the bigliest, yoogest single failure of his…",SafariSara,Here - There - Everywhere,Australia,0.5348214285714286,0.1529761904761905,Positive
4178," The Philippines boasts one of the world's longest Christmas seasons, kicking off in September with fairy lights and artificial tre…",eggwardj,Republic of the Philippines,,1.0,-0.6,Negative
4179," L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",CoronaUpdateBot,,Italy,0.3386363636363636,0.20909090909090908,Positive
4180," At least five people in President Trump's orbit, including White House chief of staff Mark Meadows, have tested positive f…",DeanBarron7,On Dja Dja Wurrung land.,,0.3151515151515151,-0.024242424242424242,Negative
4181," CoronavirusPandemic LIVE | Mexico reports 6,810 more Covid-19 cases; India's coronavirus Case Fatality Rate at 1.48% 

Track…",CoronaUpdateBot,,Italy,0.5,0.3181818181818182,Positive
